Category,User,Bot
Admin Compliance,Can we filter vessels by non-compliance score in Emirates-wise Dashboard?,"Currently, audit logs and missing form reports can be monitored in 'Analytics & Reports'. Alert configuration may require admin privileges."
Admin Compliance,Which section logs improper cargo declarations?,Crew Effects (FAL Form 4) are validated by customs officers and flagged for review if prohibited goods are listed.
Admin Compliance,What triggers a compliance flag in the system?,"If FAL Form 7 is missing for hazardous cargo, the system will prevent clearance and flag the vessel until resolved."
Admin Compliance,What happens if a Dangerous Goods Manifest is missing?,Visit 'References FAL Form Submissions' and verify submission status. Each form must be digitally filed before clearance.
Admin Compliance,Where is Crew Effects Declaration validated?,"Currently, audit logs and missing form reports can be monitored in 'Analytics & Reports'. Alert configuration may require admin privileges."
Admin Role Management,Where do I bulk-create port authority roles for Dubai?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,Can I trace who last edited a crew list?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,Can I trace who last edited a crew list?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,How can I ensure only Emirates-level admins can see audit logs?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,How do I define role boundaries for inspection officers?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,Use the bulk upload feature in 'Admin Panel > User Import' to assign port-specific roles for Dubai personnel.
Admin Role Management,Can I assign form approval rights without granting full system access?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,Can I trace who last edited a crew list?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,How do I define role boundaries for inspection officers?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,How can I ensure only Emirates-level admins can see audit logs?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,How can I ensure only Emirates-level admins can see audit logs?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,Can I assign form approval rights without granting full system access?,Users accessing 'Master Data Management' must have the 'Data Steward' role assigned in Admin Panel.
Admin Role Management,Can I trace who last edited a crew list?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,Where do I bulk-create port authority roles for Dubai?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How can I suspend an agency’s access temporarily?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,How can I suspend an agency’s access temporarily?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,What permissions are needed for accessing Master Data?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,What permissions are needed for accessing Master Data?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,Can I trace who last edited a crew list?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,Go to 'Analytics & Reports > Audit Logs' and filter by 'Crew List Edited' to identify users who made the last changes.
Admin Role Management,How can I ensure only Emirates-level admins can see audit logs?,Users accessing 'Master Data Management' must have the 'Data Steward' role assigned in Admin Panel.
Admin Role Management,Can I trace who last edited a crew list?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,Go to 'Analytics & Reports > Audit Logs' and filter by 'Crew List Edited' to identify users who made the last changes.
Admin Role Management,Where do I bulk-create port authority roles for Dubai?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,Where do I bulk-create port authority roles for Dubai?,Use the bulk upload feature in 'Admin Panel > User Import' to assign port-specific roles for Dubai personnel.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,Can I trace who last edited a crew list?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,Use the bulk upload feature in 'Admin Panel > User Import' to assign port-specific roles for Dubai personnel.
Admin Role Management,How can I suspend an agency’s access temporarily?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,Use the bulk upload feature in 'Admin Panel > User Import' to assign port-specific roles for Dubai personnel.
Admin Role Management,How do I define role boundaries for inspection officers?,Go to 'Analytics & Reports > Audit Logs' and filter by 'Crew List Edited' to identify users who made the last changes.
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,Go to 'Analytics & Reports > Audit Logs' and filter by 'Crew List Edited' to identify users who made the last changes.
Admin Role Management,How do I define role boundaries for inspection officers?,Go to 'Analytics & Reports > Audit Logs' and filter by 'Crew List Edited' to identify users who made the last changes.
Admin Role Management,How do I define role boundaries for inspection officers?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,Can I trace who last edited a crew list?,Use the bulk upload feature in 'Admin Panel > User Import' to assign port-specific roles for Dubai personnel.
Admin Role Management,Can I assign form approval rights without granting full system access?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I define role boundaries for inspection officers?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,Can I trace who last edited a crew list?,Go to 'Analytics & Reports > Audit Logs' and filter by 'Crew List Edited' to identify users who made the last changes.
Admin Role Management,What permissions are needed for accessing Master Data?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,How can I suspend an agency’s access temporarily?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,What permissions are needed for accessing Master Data?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,Where do I bulk-create port authority roles for Dubai?,Users accessing 'Master Data Management' must have the 'Data Steward' role assigned in Admin Panel.
Admin Role Management,Can I assign form approval rights without granting full system access?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I define role boundaries for inspection officers?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,Can I trace who last edited a crew list?,Users accessing 'Master Data Management' must have the 'Data Steward' role assigned in Admin Panel.
Admin Role Management,How do I define role boundaries for inspection officers?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,Where do I bulk-create port authority roles for Dubai?,Use the bulk upload feature in 'Admin Panel > User Import' to assign port-specific roles for Dubai personnel.
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How can I suspend an agency’s access temporarily?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,Can I assign form approval rights without granting full system access?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How can I suspend an agency’s access temporarily?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,Can I assign form approval rights without granting full system access?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,How do I define role boundaries for inspection officers?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,Can I assign form approval rights without granting full system access?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,What permissions are needed for accessing Master Data?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,Can I assign form approval rights without granting full system access?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I define role boundaries for inspection officers?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,Can I restrict a user to only see vessel arrival notifications?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,What permissions are needed for accessing Master Data?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I define role boundaries for inspection officers?,Users accessing 'Master Data Management' must have the 'Data Steward' role assigned in Admin Panel.
Admin Role Management,What permissions are needed for accessing Master Data?,"Yes, by customizing module access in the user's profile. Only the 'Vessel Arrival Notification' module needs to be enabled."
Admin Role Management,How can I suspend an agency’s access temporarily?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How do I define role boundaries for inspection officers?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I define role boundaries for inspection officers?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,What permissions are needed for accessing Master Data?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How can I suspend an agency’s access temporarily?,"Role templates include predefined scopes for 'Inspection Officer'. You can adjust Emirate access, read/write settings, and form handling rights."
Admin Role Management,How do I define role boundaries for inspection officers?,Assign the 'Emirates Admin' role to those who require access to cross-emirate logs and reporting. Other roles have limited scope.
Admin Role Management,How do I add a health agency user to pre-arrival workflows?,Users accessing 'Master Data Management' must have the 'Data Steward' role assigned in Admin Panel.
Admin Role Management,Can I assign form approval rights without granting full system access?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,How can I ensure only Emirates-level admins can see audit logs?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,How do I define role boundaries for inspection officers?,Health agency users must be assigned to 'Pre-Arrival Notification Reviewer' with specific agency type set to 'Health Authority'.
Admin Role Management,Can I trace who last edited a crew list?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Role Management,Can I trace who last edited a crew list?,Users accessing 'Master Data Management' must have the 'Data Steward' role assigned in Admin Panel.
Admin Role Management,How can I suspend an agency’s access temporarily?,"Yes, custom roles can be created to grant form validation and clearance privileges without broader system access."
Admin Role Management,How can I ensure only Emirates-level admins can see audit logs?,"Navigate to 'System Access > Admin Panel', edit the user account, and assign the 'Clearance – Sharjah' role to grant restricted permissions."
Admin Role Management,How do I assign port clearance privileges to a Sharjah inspector?,"Under 'Admin Panel', you can suspend agency-level access temporarily without deleting the user. Reactivation is also possible."
Admin Issue Resolution,How do I restore a cancelled vessel departure?,Use the Admin Panel to revoke the clearance and notify the relevant agency. Ensure they reprocess the correct port call.
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,How do I restore a cancelled vessel departure?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Crew list edits aren’t saving. What could be wrong?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Use the Admin Panel to revoke the clearance and notify the relevant agency. Ensure they reprocess the correct port call.
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Crew list edits aren’t saving. What could be wrong?,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,FAL Form 3 failed to upload. What can I check?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Crew list edits aren’t saving. What could be wrong?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,How do I restore a cancelled vessel departure?,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,FAL Form 3 failed to upload. What can I check?,Use the Admin Panel to revoke the clearance and notify the relevant agency. Ensure they reprocess the correct port call.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Ensure that the clearance entry was correctly tied to the right voyage number. Sync delays can also cause this issue temporarily.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,"Restoration of cancelled departures must be done via the 'Vessel Departure Notification' module, if within the permitted edit window."
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,How do I restore a cancelled vessel departure?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,"Restoration of cancelled departures must be done via the 'Vessel Departure Notification' module, if within the permitted edit window."
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,"Restoration of cancelled departures must be done via the 'Vessel Departure Notification' module, if within the permitted edit window."
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,Crew list edits aren’t saving. What could be wrong?,Ensure that the clearance entry was correctly tied to the right voyage number. Sync delays can also cause this issue temporarily.
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,FAL Form 3 failed to upload. What can I check?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,FAL Form 3 failed to upload. What can I check?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Ensure that the clearance entry was correctly tied to the right voyage number. Sync delays can also cause this issue temporarily.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,"Restoration of cancelled departures must be done via the 'Vessel Departure Notification' module, if within the permitted edit window."
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,"Restoration of cancelled departures must be done via the 'Vessel Departure Notification' module, if within the permitted edit window."
Admin Issue Resolution,How do I restore a cancelled vessel departure?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,Ensure that the clearance entry was correctly tied to the right voyage number. Sync delays can also cause this issue temporarily.
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Identify the correct port call based on timestamps and cancel duplicates manually from the port call list. Keep the latest entry.
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Ensure that the clearance entry was correctly tied to the right voyage number. Sync delays can also cause this issue temporarily.
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Why is a vessel missing in the Vessel Dashboard after registration?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,FAL Form 3 failed to upload. What can I check?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,How do I restore a cancelled vessel departure?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Use the Admin Panel to revoke the clearance and notify the relevant agency. Ensure they reprocess the correct port call.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,System not logging pilot boarding updates. Help?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Use the Admin Panel to revoke the clearance and notify the relevant agency. Ensure they reprocess the correct port call.
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
